id,price,link,offer_type,property_type,city,municipality,room_number,square_footage,heating,floor,bathroom_number,build_year,elevator,balcony,land_area,registered,parking,state
4303,1800.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/bulevar-vudroa-vilsona/61c6fd96439bf40d06399c53,izdavanje,stanovi,Beograd,Savski Venac,3.5,90.0,centralno grejanje,,1,2020,1,1,0.0,0,0,
4329,1800.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/kneza-milosa/5f15610d49b867395d17f14f,izdavanje,stanovi,Beograd,Savski Venac,3.0,88.0,centralno grejanje,,1,2020,1,1,0.0,0,0,
1404,1799.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/kneza-milosa/61eaae895936783bc212c8f9,izdavanje,stanovi,Beograd,Savski Venac,4.0,115.0,centralno grejanje,,3,2020,1,1,0.0,0,1,
15493,1550.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/vudroa-vilsona/61f31d0d0179d14a59018b04,izdavanje,stanovi,Beograd,Savski Venac,3.0,83.0,centralno grejanje,,1,2020,1,1,0.0,0,0,
14693,1550.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/mostarska-petlja/609512622376090f5a23eb44,izdavanje,stanovi,Beograd,Savski Venac,3.0,88.0,etažno grejanje,,3,2020,0,1,0.0,0,1,
35225,1500.0,https://www.4zida.rs/izdavanje/stanovi/novi-sad/oglas/bulevar-oslobodjenja/61a9ca99d0110e696e126168,izdavanje,stanovi,Novi Sad,Gradske lokacije,4.0,112.0,centralno grejanje,,2,2020,1,1,0.0,0,1,
13533,1500.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/kneza-milosa/61eab456f7057961de058eb8,izdavanje,stanovi,Beograd,Savski Venac,3.0,88.0,centralno grejanje,,2,2020,1,1,0.0,0,1,
13537,1500.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/kneza-milosa/61eae054de6a8c2a601a1bd3,izdavanje,stanovi,Beograd,Savski Venac,3.0,88.0,centralno grejanje,,2,2020,1,1,0.0,0,0,
13915,1500.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/kraljice-katarine/600b2915b670483522156c03,izdavanje,stanovi,Beograd,Čukarica,3.5,128.0,etažno grejanje,,1,2020,1,1,0.0,0,0,
567,1200.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/bulevar-vudroa-vilsona/61643b5ba2871074a02c848a,izdavanje,stanovi,Beograd,Savski Venac,3.0,83.0,centralno grejanje,,1,2020,1,1,0.0,0,1,
17196,1200.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/kneza-milosa/61eab455f7057961de058eb3,izdavanje,stanovi,Beograd,Savski Venac,2.0,67.0,centralno grejanje,,1,2020,1,1,0.0,0,1,
16883,1000.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/hercegovacka/61a9ca84d0110e696e126114,izdavanje,stanovi,Beograd,Savski Venac,2.0,57.0,centralno grejanje,,1,2020,1,1,0.0,0,1,
16957,1000.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/hercegovacka/61c083e4fbf7272e602b6cb3,izdavanje,stanovi,Beograd,Savski Venac,2.0,57.0,centralno grejanje,,1,2020,1,1,0.0,0,1,
21324,900.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/beograd-na-vodi/601c1b7d33a6c97200461083,izdavanje,stanovi,Beograd,Savski Venac,2.0,58.0,,,1,2020,0,0,0.0,0,0,
